CallID,SeverityLevel,LocationCode,Timestamp,EstimatedResponseTime
400060,3,LOC_130,2024-01-01 00:02:00,11
400061,5,LOC_164,2024-01-01 00:02:02,37
400062,10,LOC_51,2024-01-01 00:02:04,14
400063,6,LOC_196,2024-01-01 00:02:06,15
400064,9,LOC_200,2024-01-01 00:02:08,38
400065,1,LOC_154,2024-01-01 00:02:10,25
400066,8,LOC_5,2024-01-01 00:02:12,12
400067,6,LOC_79,2024-01-01 00:02:14,20
400068,1,LOC_62,2024-01-01 00:02:16,41
400069,2,LOC_22,2024-01-01 00:02:18,51
400070,8,LOC_18,2024-01-01 00:02:20,53
400071,9,LOC_197,2024-01-01 00:02:22,13
400072,3,LOC_169,2024-01-01 00:02:24,35
400073,9,LOC_43,2024-01-01 00:02:26,21
400074,9,LOC_156,2024-01-01 00:02:28,32
400075,4,LOC_139,2024-01-01 00:02:30,53
400076,4,LOC_183,2024-01-01 00:02:32,24
400077,7,LOC_172,2024-01-01 00:02:34,46
400078,6,LOC_113,2024-01-01 00:02:36,38
400079,8,LOC_31,2024-01-01 00:02:38,20
400080,4,LOC_17,2024-01-01 00:02:40,26
400081,1,LOC_151,2024-01-01 00:02:42,40
400082,4,LOC_151,2024-01-01 00:02:44,19
400083,1,LOC_19,2024-01-01 00:02:46,50
400084,1,LOC_59,2024-01-01 00:02:48,9
400085,1,LOC_85,2024-01-01 00:02:50,9
400086,9,LOC_61,2024-01-01 00:02:52,22
400087,8,LOC_55,2024-01-01 00:02:54,39
400088,3,LOC_186,2024-01-01 00:02:56,41
400089,10,LOC_122,2024-01-01 00:02:58,20
400090,8,LOC_105,2024-01-01 00:03:00,17
400091,2,LOC_25,2024-01-01 00:03:02,47
400092,7,LOC_91,2024-01-01 00:03:04,32
400093,7,LOC_120,2024-01-01 00:03:06,60
400094,1,LOC_173,2024-01-01 00:03:08,46
400095,2,LOC_16,2024-01-01 00:03:10,30
400096,6,LOC_28,2024-01-01 00:03:12,20
400097,4,LOC_49,2024-01-01 00:03:14,39
400098,8,LOC_36,2024-01-01 00:03:16,32
400099,3,LOC_72,2024-01-01 00:03:18,34
400100,4,LOC_20,2024-01-01 00:03:20,33
400101,9,LOC_26,2024-01-01 00:03:22,8
400102,9,LOC_4,2024-01-01 00:03:24,10
400103,4,LOC_43,2024-01-01 00:03:26,31
400104,8,LOC_124,2024-01-01 00:03:28,18
400105,7,LOC_16,2024-01-01 00:03:30,15
400106,7,LOC_1,2024-01-01 00:03:32,29
400107,5,LOC_117,2024-01-01 00:03:34,23
400108,7,LOC_179,2024-01-01 00:03:36,51
400109,9,LOC_170,2024-01-01 00:03:38,50
400110,8,LOC_40,2024-01-01 00:03:40,17
400111,5,LOC_56,2024-01-01 00:03:42,8
400112,10,LOC_189,2024-01-01 00:03:44,39
400113,1,LOC_192,2024-01-01 00:03:46,25
400114,1,LOC_13,2024-01-01 00:03:48,42
400115,8,LOC_129,2024-01-01 00:03:50,59
400116,9,LOC_41,2024-01-01 00:03:52,8
400117,9,LOC_21,2024-01-01 00:03:54,59
400118,3,LOC_18,2024-01-01 00:03:56,43
400119,2,LOC_173,2024-01-01 00:03:58,60
400120,4,LOC_104,2024-01-01 00:04:00,12
400121,10,LOC_64,2024-01-01 00:04:02,42
400122,10,LOC_11,2024-01-01 00:04:04,44
400123,2,LOC_108,2024-01-01 00:04:06,47
400124,10,LOC_145,2024-01-01 00:04:08,38
400125,6,LOC_67,2024-01-01 00:04:10,18
400126,6,LOC_62,2024-01-01 00:04:12,21
400127,7,LOC_34,2024-01-01 00:04:14,47
400128,5,LOC_118,2024-01-01 00:04:16,25
400129,2,LOC_3,2024-01-01 00:04:18,34
400130,10,LOC_145,2024-01-01 00:04:20,11
400131,2,LOC_138,2024-01-01 00:04:22,18
400132,9,LOC_68,2024-01-01 00:04:24,13
400133,6,LOC_18,2024-01-01 00:04:26,20
400134,6,LOC_73,2024-01-01 00:04:28,15
400135,8,LOC_140,2024-01-01 00:04:30,50
400136,5,LOC_157,2024-01-01 00:04:32,56
400137,9,LOC_3,2024-01-01 00:04:34,47
400138,9,LOC_77,2024-01-01 00:04:36,47
400139,2,LOC_35,2024-01-01 00:04:38,21
400140,2,LOC_28,2024-01-01 00:04:40,52
400141,9,LOC_40,2024-01-01 00:04:42,22
400142,5,LOC_155,2024-01-01 00:04:44,18
400143,6,LOC_53,2024-01-01 00:04:46,48
400144,5,LOC_130,2024-01-01 00:04:48,36
400145,5,LOC_14,2024-01-01 00:04:50,10
400146,7,LOC_71,2024-01-01 00:04:52,7
400147,1,LOC_86,2024-01-01 00:04:54,54
400148,3,LOC_164,2024-01-01 00:04:56,21
400149,3,LOC_190,2024-01-01 00:04:58,33
400150,9,LOC_181,2024-01-01 00:05:00,32
400151,9,LOC_3,2024-01-01 00:05:02,12
400152,2,LOC_177,2024-01-01 00:05:04,14
400153,9,LOC_10,2024-01-01 00:05:06,58
400154,6,LOC_150,2024-01-01 00:05:08,40
400155,3,LOC_111,2024-01-01 00:05:10,13
400156,1,LOC_79,2024-01-01 00:05:12,28
400157,1,LOC_92,2024-01-01 00:05:14,18
400158,4,LOC_171,2024-01-01 00:05:16,11
400159,6,LOC_200,2024-01-01 00:05:18,40
400160,7,LOC_159,2024-01-01 00:05:20,52
400161,3,LOC_61,2024-01-01 00:05:22,60
400162,3,LOC_46,2024-01-01 00:05:24,31
400163,1,LOC_46,2024-01-01 00:05:26,52
400164,6,LOC_106,2024-01-01 00:05:28,56
400165,4,LOC_69,2024-01-01 00:05:30,15
400166,2,LOC_98,2024-01-01 00:05:32,60
400167,1,LOC_121,2024-01-01 00:05:34,19
400168,4,LOC_118,2024-01-01 00:05:36,27
400169,5,LOC_59,2024-01-01 00:05:38,19
400170,1,LOC_169,2024-01-01 00:05:40,17
400171,7,LOC_85,2024-01-01 00:05:42,22
400172,2,LOC_198,2024-01-01 00:05:44,22
400173,6,LOC_165,2024-01-01 00:05:46,37
400174,7,LOC_174,2024-01-01 00:05:48,58
400175,9,LOC_85,2024-01-01 00:05:50,6
400176,2,LOC_67,2024-01-01 00:05:52,16
400177,10,LOC_68,2024-01-01 00:05:54,7
400178,2,LOC_153,2024-01-01 00:05:56,32
400179,6,LOC_187,2024-01-01 00:05:58,55
400180,6,LOC_112,2024-01-01 00:06:00,43
400181,9,LOC_30,2024-01-01 00:06:02,29
400182,10,LOC_49,2024-01-01 00:06:04,21
400183,1,LOC_182,2024-01-01 00:06:06,32
400184,1,LOC_134,2024-01-01 00:06:08,56
400185,9,LOC_176,2024-01-01 00:06:10,51
400186,4,LOC_94,2024-01-01 00:06:12,32
400187,2,LOC_171,2024-01-01 00:06:14,26
400188,10,LOC_81,2024-01-01 00:06:16,47
400189,2,LOC_185,2024-01-01 00:06:18,24
400190,9,LOC_80,2024-01-01 00:06:20,47
400191,7,LOC_84,2024-01-01 00:06:22,30
400192,5,LOC_142,2024-01-01 00:06:24,13
400193,4,LOC_108,2024-01-01 00:06:26,47
400194,7,LOC_174,2024-01-01 00:06:28,52
400195,3,LOC_158,2024-01-01 00:06:30,41
400196,5,LOC_104,2024-01-01 00:06:32,40
400197,1,LOC_78,2024-01-01 00:06:34,23
400198,4,LOC_111,2024-01-01 00:06:36,55
400199,10,LOC_156,2024-01-01 00:06:38,46
400200,6,LOC_120,2024-01-01 00:06:40,33
400201,8,LOC_173,2024-01-01 00:06:42,18
400202,9,LOC_122,2024-01-01 00:06:44,55
400203,3,LOC_169,2024-01-01 00:06:46,10
400204,5,LOC_132,2024-01-01 00:06:48,47
400205,10,LOC_86,2024-01-01 00:06:50,10
400206,4,LOC_173,2024-01-01 00:06:52,24
400207,4,LOC_51,2024-01-01 00:06:54,14
400208,1,LOC_12,2024-01-01 00:06:56,20
400209,8,LOC_157,2024-01-01 00:06:58,59
400210,2,LOC_117,2024-01-01 00:07:00,31
400211,10,LOC_50,2024-01-01 00:07:02,50
400212,7,LOC_127,2024-01-01 00:07:04,30
400213,4,LOC_38,2024-01-01 00:07:06,46
400214,1,LOC_193,2024-01-01 00:07:08,60
400215,2,LOC_200,2024-01-01 00:07:10,32
400216,4,LOC_46,2024-01-01 00:07:12,56
400217,9,LOC_119,2024-01-01 00:07:14,8
400218,9,LOC_64,2024-01-01 00:07:16,59
400219,2,LOC_117,2024-01-01 00:07:18,13
400220,8,LOC_171,2024-01-01 00:07:20,38
400221,9,LOC_153,2024-01-01 00:07:22,25
400222,8,LOC_157,2024-01-01 00:07:24,57
400223,9,LOC_110,2024-01-01 00:07:26,58
400224,9,LOC_115,2024-01-01 00:07:28,15
400225,8,LOC_116,2024-01-01 00:07:30,21
400226,4,LOC_164,2024-01-01 00:07:32,22
400227,9,LOC_125,2024-01-01 00:07:34,45
400228,4,LOC_71,2024-01-01 00:07:36,33
400229,2,LOC_183,2024-01-01 00:07:38,23
400230,4,LOC_70,2024-01-01 00:07:40,26
400231,6,LOC_139,2024-01-01 00:07:42,10
400232,3,LOC_39,2024-01-01 00:07:44,19
400233,7,LOC_178,2024-01-01 00:07:46,14
400234,4,LOC_17,2024-01-01 00:07:48,31
400235,7,LOC_85,2024-01-01 00:07:50,39
400236,8,LOC_107,2024-01-01 00:07:52,8
400237,4,LOC_108,2024-01-01 00:07:54,29
400238,10,LOC_179,2024-01-01 00:07:56,6
400239,10,LOC_98,2024-01-01 00:07:58,35
400240,1,LOC_91,2024-01-01 00:08:00,24
400241,7,LOC_108,2024-01-01 00:08:02,39
400242,9,LOC_155,2024-01-01 00:08:04,19
400243,8,LOC_57,2024-01-01 00:08:06,22
400244,7,LOC_125,2024-01-01 00:08:08,6
400245,7,LOC_87,2024-01-01 00:08:10,47
400246,7,LOC_186,2024-01-01 00:08:12,15
400247,8,LOC_33,2024-01-01 00:08:14,44
400248,9,LOC_7,2024-01-01 00:08:16,30
400249,10,LOC_145,2024-01-01 00:08:18,47
400250,1,LOC_22,2024-01-01 00:08:20,46
400251,7,LOC_35,2024-01-01 00:08:22,60
400252,8,LOC_47,2024-01-01 00:08:24,8
400253,5,LOC_98,2024-01-01 00:08:26,25
400254,4,LOC_117,2024-01-01 00:08:28,25
400255,6,LOC_195,2024-01-01 00:08:30,29
400256,5,LOC_193,2024-01-01 00:08:32,58
400257,7,LOC_65,2024-01-01 00:08:34,58
400258,2,LOC_121,2024-01-01 00:08:36,6
400259,9,LOC_14,2024-01-01 00:08:38,27
400260,4,LOC_167,2024-01-01 00:08:40,9
400261,1,LOC_194,2024-01-01 00:08:42,6
400262,4,LOC_52,2024-01-01 00:08:44,58
400263,1,LOC_160,2024-01-01 00:08:46,14
400264,4,LOC_33,2024-01-01 00:08:48,35
400265,2,LOC_145,2024-01-01 00:08:50,18
400266,8,LOC_180,2024-01-01 00:08:52,21
400267,6,LOC_43,2024-01-01 00:08:54,43
400268,10,LOC_192,2024-01-01 00:08:56,50
400269,2,LOC_200,2024-01-01 00:08:58,57
400270,3,LOC_80,2024-01-01 00:09:00,11
400271,10,LOC_7,2024-01-01 00:09:02,24
400272,10,LOC_174,2024-01-01 00:09:04,29
400273,7,LOC_184,2024-01-01 00:09:06,17
400274,2,LOC_152,2024-01-01 00:09:08,49
400275,4,LOC_27,2024-01-01 00:09:10,49
400276,5,LOC_176,2024-01-01 00:09:12,43
400277,2,LOC_145,2024-01-01 00:09:14,55
400278,1,LOC_89,2024-01-01 00:09:16,39
400279,7,LOC_170,2024-01-01 00:09:18,28
400280,2,LOC_130,2024-01-01 00:09:20,46
400281,6,LOC_4,2024-01-01 00:09:22,59
400282,7,LOC_126,2024-01-01 00:09:24,11
400283,7,LOC_93,2024-01-01 00:09:26,45
400284,8,LOC_182,2024-01-01 00:09:28,14
400285,7,LOC_46,2024-01-01 00:09:30,51
400286,9,LOC_167,2024-01-01 00:09:32,22
400287,10,LOC_138,2024-01-01 00:09:34,54
400288,8,LOC_120,2024-01-01 00:09:36,32
400289,10,LOC_69,2024-01-01 00:09:38,25
400290,4,LOC_23,2024-01-01 00:09:40,22
400291,8,LOC_63,2024-01-01 00:09:42,53
400292,8,LOC_146,2024-01-01 00:09:44,44
400293,7,LOC_87,2024-01-01 00:09:46,6
400294,8,LOC_84,2024-01-01 00:09:48,16
400295,8,LOC_55,2024-01-01 00:09:50,27
400296,5,LOC_88,2024-01-01 00:09:52,22
400297,10,LOC_180,2024-01-01 00:09:54,22
400298,9,LOC_3,2024-01-01 00:09:56,38
400299,4,LOC_22,2024-01-01 00:09:58,20
400300,7,LOC_126,2024-01-01 00:10:00,40
400301,4,LOC_177,2024-01-01 00:10:02,35
400302,8,LOC_115,2024-01-01 00:10:04,55
400303,1,LOC_24,2024-01-01 00:10:06,23
400304,4,LOC_104,2024-01-01 00:10:08,49
400305,4,LOC_79,2024-01-01 00:10:10,47
400306,10,LOC_95,2024-01-01 00:10:12,35
400307,9,LOC_136,2024-01-01 00:10:14,27
400308,7,LOC_191,2024-01-01 00:10:16,40
400309,6,LOC_91,2024-01-01 00:10:18,49
400310,8,LOC_70,2024-01-01 00:10:20,24
400311,5,LOC_60,2024-01-01 00:10:22,12
400312,4,LOC_81,2024-01-01 00:10:24,12
400313,9,LOC_196,2024-01-01 00:10:26,49
400314,3,LOC_50,2024-01-01 00:10:28,18
400315,8,LOC_71,2024-01-01 00:10:30,51
400316,10,LOC_195,2024-01-01 00:10:32,38
400317,10,LOC_73,2024-01-01 00:10:34,11
400318,4,LOC_76,2024-01-01 00:10:36,19
400319,6,LOC_46,2024-01-01 00:10:38,24
400320,1,LOC_182,2024-01-01 00:10:40,39
400321,3,LOC_71,2024-01-01 00:10:42,7
400322,1,LOC_142,2024-01-01 00:10:44,23
400323,3,LOC_164,2024-01-01 00:10:46,60
400324,8,LOC_27,2024-01-01 00:10:48,60
400325,1,LOC_147,2024-01-01 00:10:50,23
400326,8,LOC_123,2024-01-01 00:10:52,33
400327,6,LOC_48,2024-01-01 00:10:54,8
400328,5,LOC_123,2024-01-01 00:10:56,12
400329,2,LOC_103,2024-01-01 00:10:58,36
400330,2,LOC_148,2024-01-01 00:11:00,45
400331,1,LOC_39,2024-01-01 00:11:02,14
400332,10,LOC_78,2024-01-01 00:11:04,10
400333,4,LOC_31,2024-01-01 00:11:06,40
400334,7,LOC_156,2024-01-01 00:11:08,43
400335,10,LOC_58,2024-01-01 00:11:10,54
400336,9,LOC_98,2024-01-01 00:11:12,33
400337,8,LOC_77,2024-01-01 00:11:14,60
400338,10,LOC_110,2024-01-01 00:11:16,24
400339,10,LOC_159,2024-01-01 00:11:18,8
400340,10,LOC_190,2024-01-01 00:11:20,11
400341,4,LOC_161,2024-01-01 00:11:22,18
400342,5,LOC_170,2024-01-01 00:11:24,10
400343,3,LOC_62,2024-01-01 00:11:26,16
400344,9,LOC_20,2024-01-01 00:11:28,15
400345,1,LOC_105,2024-01-01 00:11:30,33
400346,10,LOC_121,2024-01-01 00:11:32,23
400347,1,LOC_60,2024-01-01 00:11:34,23
400348,5,LOC_180,2024-01-01 00:11:36,60
400349,8,LOC_19,2024-01-01 00:11:38,48
400350,4,LOC_68,2024-01-01 00:11:40,55
400351,10,LOC_170,2024-01-01 00:11:42,56
400352,4,LOC_109,2024-01-01 00:11:44,12
400353,9,LOC_58,2024-01-01 00:11:46,46
400354,3,LOC_69,2024-01-01 00:11:48,57
400355,3,LOC_19,2024-01-01 00:11:50,8
400356,3,LOC_79,2024-01-01 00:11:52,43
400357,10,LOC_74,2024-01-01 00:11:54,33
400358,2,LOC_120,2024-01-01 00:11:56,49
400359,5,LOC_180,2024-01-01 00:11:58,30
400360,5,LOC_129,2024-01-01 00:12:00,39
400361,8,LOC_113,2024-01-01 00:12:02,10
400362,10,LOC_11,2024-01-01 00:12:04,32
400363,6,LOC_155,2024-01-01 00:12:06,21
400364,1,LOC_24,2024-01-01 00:12:08,19
400365,10,LOC_151,2024-01-01 00:12:10,6
400366,5,LOC_148,2024-01-01 00:12:12,7
400367,3,LOC_121,2024-01-01 00:12:14,38
400368,8,LOC_72,2024-01-01 00:12:16,16
400369,10,LOC_112,2024-01-01 00:12:18,45
400370,8,LOC_24,2024-01-01 00:12:20,35
400371,6,LOC_105,2024-01-01 00:12:22,26
400372,6,LOC_172,2024-01-01 00:12:24,11
400373,3,LOC_85,2024-01-01 00:12:26,31
400374,8,LOC_74,2024-01-01 00:12:28,47
400375,7,LOC_195,2024-01-01 00:12:30,40
400376,1,LOC_117,2024-01-01 00:12:32,10
400377,6,LOC_65,2024-01-01 00:12:34,25
400378,2,LOC_198,2024-01-01 00:12:36,30
400379,9,LOC_1,2024-01-01 00:12:38,47
400380,9,LOC_119,2024-01-01 00:12:40,31
400381,1,LOC_49,2024-01-01 00:12:42,38
400382,6,LOC_160,2024-01-01 00:12:44,53
400383,8,LOC_161,2024-01-01 00:12:46,33
400384,1,LOC_53,2024-01-01 00:12:48,22
400385,9,LOC_34,2024-01-01 00:12:50,23
400386,8,LOC_179,2024-01-01 00:12:52,36
400387,2,LOC_8,2024-01-01 00:12:54,45
400388,10,LOC_62,2024-01-01 00:12:56,50
400389,3,LOC_80,2024-01-01 00:12:58,40
400390,1,LOC_142,2024-01-01 00:13:00,31
400391,2,LOC_58,2024-01-01 00:13:02,58
400392,2,LOC_119,2024-01-01 00:13:04,12
400393,3,LOC_128,2024-01-01 00:13:06,50
400394,5,LOC_131,2024-01-01 00:13:08,50
400395,5,LOC_107,2024-01-01 00:13:10,58
400396,8,LOC_121,2024-01-01 00:13:12,20
400397,8,LOC_142,2024-01-01 00:13:14,14
400398,7,LOC_49,2024-01-01 00:13:16,43
400399,9,LOC_192,2024-01-01 00:13:18,13
400400,2,LOC_71,2024-01-01 00:13:20,54
400401,7,LOC_88,2024-01-01 00:13:22,55
400402,9,LOC_69,2024-01-01 00:13:24,57
400403,1,LOC_73,2024-01-01 00:13:26,51
400404,5,LOC_151,2024-01-01 00:13:28,42
400405,8,LOC_39,2024-01-01 00:13:30,33
400406,9,LOC_124,2024-01-01 00:13:32,27
400407,6,LOC_142,2024-01-01 00:13:34,53
400408,9,LOC_97,2024-01-01 00:13:36,34
400409,6,LOC_49,2024-01-01 00:13:38,49
400410,4,LOC_147,2024-01-01 00:13:40,29
400411,4,LOC_199,2024-01-01 00:13:42,31
400412,1,LOC_82,2024-01-01 00:13:44,52
400413,8,LOC_181,2024-01-01 00:13:46,56
400414,7,LOC_99,2024-01-01 00:13:48,47
400415,3,LOC_127,2024-01-01 00:13:50,7
400416,3,LOC_129,2024-01-01 00:13:52,42
400417,6,LOC_26,2024-01-01 00:13:54,60
400418,8,LOC_26,2024-01-01 00:13:56,38
400419,8,LOC_4,2024-01-01 00:13:58,51
400420,3,LOC_105,2024-01-01 00:14:00,60
400421,3,LOC_20,2024-01-01 00:14:02,35
400422,5,LOC_87,2024-01-01 00:14:04,44
400423,7,LOC_167,2024-01-01 00:14:06,10
400424,6,LOC_173,2024-01-01 00:14:08,59
400425,9,LOC_98,2024-01-01 00:14:10,25
400426,8,LOC_139,2024-01-01 00:14:12,7
400427,10,LOC_18,2024-01-01 00:14:14,20
400428,5,LOC_59,2024-01-01 00:14:16,52
400429,2,LOC_112,2024-01-01 00:14:18,11
400430,2,LOC_114,2024-01-01 00:14:20,15
400431,5,LOC_8,2024-01-01 00:14:22,7
400432,6,LOC_15,2024-01-01 00:14:24,23
400433,6,LOC_96,2024-01-01 00:14:26,32
400434,3,LOC_63,2024-01-01 00:14:28,38
400435,7,LOC_145,2024-01-01 00:14:30,48
400436,3,LOC_44,2024-01-01 00:14:32,16
400437,2,LOC_157,2024-01-01 00:14:34,60
400438,7,LOC_159,2024-01-01 00:14:36,48
400439,4,LOC_128,2024-01-01 00:14:38,42
400440,3,LOC_60,2024-01-01 00:14:40,34
400441,5,LOC_118,2024-01-01 00:14:42,21
400442,1,LOC_120,2024-01-01 00:14:44,23
400443,9,LOC_41,2024-01-01 00:14:46,9
400444,8,LOC_89,2024-01-01 00:14:48,42
400445,5,LOC_164,2024-01-01 00:14:50,32
400446,5,LOC_117,2024-01-01 00:14:52,59
400447,5,LOC_51,2024-01-01 00:14:54,29
400448,8,LOC_28,2024-01-01 00:14:56,20
400449,7,LOC_147,2024-01-01 00:14:58,27
400450,10,LOC_76,2024-01-01 00:15:00,49
400451,5,LOC_6,2024-01-01 00:15:02,58
400452,7,LOC_71,2024-01-01 00:15:04,5
400453,10,LOC_176,2024-01-01 00:15:06,54
400454,1,LOC_156,2024-01-01 00:15:08,52
400455,8,LOC_74,2024-01-01 00:15:10,54
400456,4,LOC_156,2024-01-01 00:15:12,56
400457,6,LOC_57,2024-01-01 00:15:14,45
400458,4,LOC_159,2024-01-01 00:15:16,21
400459,3,LOC_161,2024-01-01 00:15:18,11
400460,1,LOC_80,2024-01-01 00:15:20,55
400461,8,LOC_9,2024-01-01 00:15:22,42
400462,6,LOC_188,2024-01-01 00:15:24,13
400463,2,LOC_76,2024-01-01 00:15:26,25
400464,7,LOC_45,2024-01-01 00:15:28,17
400465,3,LOC_139,2024-01-01 00:15:30,28
400466,9,LOC_129,2024-01-01 00:15:32,22
400467,3,LOC_66,2024-01-01 00:15:34,57
400468,8,LOC_76,2024-01-01 00:15:36,52
400469,6,LOC_30,2024-01-01 00:15:38,34
400470,2,LOC_37,2024-01-01 00:15:40,53
400471,4,LOC_174,2024-01-01 00:15:42,51
400472,7,LOC_143,2024-01-01 00:15:44,28
400473,2,LOC_102,2024-01-01 00:15:46,5
400474,5,LOC_138,2024-01-01 00:15:48,12
400475,8,LOC_95,2024-01-01 00:15:50,48
400476,5,LOC_150,2024-01-01 00:15:52,29
400477,6,LOC_28,2024-01-01 00:15:54,48
400478,4,LOC_121,2024-01-01 00:15:56,6
400479,10,LOC_144,2024-01-01 00:15:58,25
400480,10,LOC_57,2024-01-01 00:16:00,46
400481,2,LOC_163,2024-01-01 00:16:02,57
400482,8,LOC_180,2024-01-01 00:16:04,24
400483,7,LOC_30,2024-01-01 00:16:06,13
400484,1,LOC_10,2024-01-01 00:16:08,24
400485,8,LOC_30,2024-01-01 00:16:10,11
400486,4,LOC_138,2024-01-01 00:16:12,13
400487,7,LOC_117,2024-01-01 00:16:14,28
400488,9,LOC_108,2024-01-01 00:16:16,42
400489,3,LOC_107,2024-01-01 00:16:18,46
400490,2,LOC_126,2024-01-01 00:16:20,44
400491,7,LOC_72,2024-01-01 00:16:22,7
400492,6,LOC_56,2024-01-01 00:16:24,33
400493,8,LOC_61,2024-01-01 00:16:26,59
400494,6,LOC_26,2024-01-01 00:16:28,48
400495,6,LOC_140,2024-01-01 00:16:30,46
400496,6,LOC_16,2024-01-01 00:16:32,30
400497,5,LOC_49,2024-01-01 00:16:34,12
400498,8,LOC_24,2024-01-01 00:16:36,47
400499,4,LOC_165,2024-01-01 00:16:38,45
400500,10,LOC_6,2024-01-01 00:16:40,8
400501,6,LOC_63,2024-01-01 00:16:42,13
400502,10,LOC_53,2024-01-01 00:16:44,9
400503,9,LOC_54,2024-01-01 00:16:46,42
400504,4,LOC_60,2024-01-01 00:16:48,26
400505,3,LOC_153,2024-01-01 00:16:50,5
400506,5,LOC_38,2024-01-01 00:16:52,13
400507,9,LOC_65,2024-01-01 00:16:54,56
400508,3,LOC_29,2024-01-01 00:16:56,47
400509,1,LOC_34,2024-01-01 00:16:58,5
400510,6,LOC_61,2024-01-01 00:17:00,42
400511,6,LOC_5,2024-01-01 00:17:02,16
400512,5,LOC_14,2024-01-01 00:17:04,13
400513,7,LOC_135,2024-01-01 00:17:06,12
400514,2,LOC_122,2024-01-01 00:17:08,33
400515,6,LOC_132,2024-01-01 00:17:10,42
400516,2,LOC_116,2024-01-01 00:17:12,37
400517,4,LOC_158,2024-01-01 00:17:14,7
400518,9,LOC_78,2024-01-01 00:17:16,34
400519,1,LOC_16,2024-01-01 00:17:18,35
400520,7,LOC_110,2024-01-01 00:17:20,48
400521,2,LOC_126,2024-01-01 00:17:22,50
400522,8,LOC_19,2024-01-01 00:17:24,10
400523,6,LOC_156,2024-01-01 00:17:26,14
400524,2,LOC_33,2024-01-01 00:17:28,22
400525,10,LOC_163,2024-01-01 00:17:30,42
400526,9,LOC_183,2024-01-01 00:17:32,25
400527,7,LOC_153,2024-01-01 00:17:34,38
400528,5,LOC_117,2024-01-01 00:17:36,37
400529,10,LOC_111,2024-01-01 00:17:38,11
400530,2,LOC_168,2024-01-01 00:17:40,46
400531,9,LOC_185,2024-01-01 00:17:42,60
400532,4,LOC_111,2024-01-01 00:17:44,33
400533,4,LOC_106,2024-01-01 00:17:46,26
400534,8,LOC_103,2024-01-01 00:17:48,31
